review_id,dex,family_anchor,family_line,source_id,base_pokemon,variant,source,group,kind,type1,type2,asset_state,suggested_mercury_classification,suggested_acquisition,locked_status,approval,notes
R0906,855,854,#0854 Sinistea → #0855 Polteageist,ER-1653,Polteageist,Polteageist Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Ghost,Dragon,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0907,858,856,#0856 Hatenna → #0857 Hattrem → #0858 Hatterene,ER-1605,Hatterene,Hatterene Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Psychic,Fairy,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0908,861,859,#0859 Impidimp → #0860 Morgrem → #0861 Grimmsnarl,ER-1608,Grimmsnarl,Grimmsnarl Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Dark,Fairy,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0909,865,865,#0865 Sirfetch'd,CPF-0042,Sirfetch'd,Sirfetch'd — Alternate (Form 1),Reborn / Plates of Arceus,01 Reborn - Alternate & Type Forms,Alternate Form,Fighting,,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0910,869,869,#0869 Alcremie,ER-1610,Alcremie,Alcremie Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fairy,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0911,879,878,#0878 Cufant → #0879 Copperajah,ER-1604,Copperajah,Copperajah Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Steel,,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0912,882,882,#0882 Dracovish,ER-1780,Dracovish,Dracovish Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Dragon,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0913,887,885,#0885 Dreepy → #0886 Drakloak → #0887 Dragapult,ER-1665,Dragapult,Dragapult Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Dragon,Ghost,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0914,892,891,#0891 Kubfu → #0892 Urshifu,ER-1589,Urshifu,Urshifu Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fighting,Dark,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0915,892,891,#0891 Kubfu → #0892 Urshifu,ER-1590,Urshifu,Urshifu Rapid Strike Style Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fighting,Water,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0916,897,897,#0897 Spectrier,ER-1797,Spectrier,Spectrier Cloud,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Flying,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0917,898,898,#0898 Calyrex,ER-1798,Calyrex,Calyrex Cloud Rider,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Psychic,Flying,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0918,903,903,#0903 Sneasler,ER-1698,Sneasler,Sneasler Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fighting,Poison,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0919,908,906,#0906 Sprigatito → #0907 Floragato → #0908 Meowscarada,ER-1622,Meowscarada,Meowscarada Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Grass,Dark,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0920,911,909,#0909 Fuecoco → #0910 Crocalor → #0911 Skeledirge,ER-1626,Skeledirge,Skeledirge Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fire,Ghost,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0921,914,912,#0912 Quaxly → #0913 Quaxwell → #0914 Quaquaval,ER-1624,Quaquaval,Quaquaval Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Water,Fighting,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0922,957,957,#0957 Tinkatink → #0958 Tinkatuff → #0959 Tinkaton,ER-1849,Tinkatink,Tinkatink Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0923,958,957,#0957 Tinkatink → #0958 Tinkatuff → #0959 Tinkaton,ER-1850,Tinkatuff,Tinkatuff Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0924,959,957,#0957 Tinkatink → #0958 Tinkatuff → #0959 Tinkaton,ER-1851,Tinkaton,Tinkaton Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Water,Poison,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0925,959,957,#0957 Tinkatink → #0958 Tinkatuff → #0959 Tinkaton,ER-1804,Tinkaton,Tinkaton Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Fairy,Steel,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0926,959,957,#0957 Tinkatink → #0958 Tinkatuff → #0959 Tinkaton,ER-1852,Tinkaton,Tinkaton Redux Mega,Elite Redux,06 Elite Redux - Redux Megas,Mega,Water,Poison,4-view complete,Mega Delta,Mega Evolution of the corresponding Delta form,REVIEW,PENDING,
R0927,974,974,#0974 Cetoddle → #0975 Cetitan,ER-1654,Cetoddle,Cetoddle Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Steel,,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0928,975,974,#0974 Cetoddle → #0975 Cetitan,ER-1655,Cetitan,Cetitan Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Steel,Dark,4-view complete,Delta family candidate,Obtain the earliest Delta stage; evolve through the matching Delta line,REVIEW,PENDING,
R0929,978,978,#0978 Tatsugiri,ER-1901,Tatsugiri,Tatsugiri Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Dragon,Water,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0930,980,980,#0980 Clodsire,ER-1634,Clodsire,Clodsire Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Poison,Ground,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0931,1002,1002,#1002 Chien-Pao,ER-1779,Chien-Pao,Chien Pao Mega,Elite Redux,04 Elite Redux - Standard Megas,Mega,Dark,Ice,4-view complete,Custom Mega,Species-specific Mega Stone; only if this design is approved,REVIEW,PENDING,
R0932,0,,Unlinked / new species,ER-1063,Bewarden,Bewarden Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Normal,Fairy,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0933,0,,Unlinked / new species,ER-1715,Clawtificer,Clawtificer,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fire,Electric,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0934,0,,Unlinked / new species,ER-1059,Crabruiser,Crabruiser,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Fighting,Dark,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0935,0,,Unlinked / new species,ER-1777,Escarginite,Escarginite Redux,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Grass,Rock,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0936,0,,Unlinked / new species,ER-1905,Terrow,Terrow,Elite Redux,05 Elite Redux - Redux Forms,Redux Form,Dark,Fighting,4-view complete,Standalone Delta candidate,"Delta Stone candidate, unless a lore/location method fits better",REVIEW,PENDING,
R0937,0,,Unlinked / new species,ER-1100,Abyssand,Abyssand,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ghost,Ground,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0938,0,,Unlinked / new species,ER-1057,Amphybuzz,Amphybuzz,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Bug,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0939,0,,Unlinked / new species,ER-1029,Arachtres,Arachtres,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Bug,Poison,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0940,0,,Unlinked / new species,ER-1032,Arashinne,Arashinne,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Electric,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0941,0,,Unlinked / new species,ER-1058,Bariong,Bariong,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ice,Dragon,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0942,0,,Unlinked / new species,ER-1037,Beefender,Beefender,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Bug,Flying,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0943,0,,Unlinked / new species,ER-1105,Beniccino,Beniccino,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Normal,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0944,0,,Unlinked / new species,ER-1106,Bewarden,Bewarden,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Normal,Fighting,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0945,0,,Unlinked / new species,ER-1048,Blizzard Maw,Blizzard Maw,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ice,Dark,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0946,0,,Unlinked / new species,ER-1109,Blocli,Blocli,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Normal,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0947,0,,Unlinked / new species,ER-1110,Bloxtack,Bloxtack,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Normal,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0948,0,,Unlinked / new species,ER-1034,Boarlock,Boarlock,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Psychic,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0949,0,,Unlinked / new species,ER-1874,Breezing,Breezing,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Water,Flying,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0950,0,,Unlinked / new species,ER-1043,Brontonana,Brontonana,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,Dragon,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0951,0,,Unlinked / new species,ER-1064,Bubbleo,Bubbleo,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Water,Poison,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0952,0,,Unlinked / new species,ER-1084,Cacjack,Cacjack,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,Dark,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0953,0,,Unlinked / new species,ER-1090,Carbonix,Carbonix,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Rock,Dragon,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0954,0,,Unlinked / new species,ER-1045,Corm,Corm,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0955,0,,Unlinked / new species,ER-1046,Cormoth,Cormoth,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0956,0,,Unlinked / new species,ER-1114,Corn Tyrant,Corn Tyrant,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,Dragon,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0957,0,,Unlinked / new species,ER-1086,Crag Hopper,Crag Hopper,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Rock,Ground,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0958,0,,Unlinked / new species,ER-1071,Crawdauntless,Crawdauntless,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Water,Dark,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0959,0,,Unlinked / new species,ER-1087,Dedelibird,Dedelibird,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ice,Flying,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0960,0,,Unlinked / new species,ER-1033,Dreadnaut,Dreadnaut,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ghost,Grass,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0961,0,,Unlinked / new species,ER-1044,Dredwood,Dredwood,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ghost,Grass,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0962,0,,Unlinked / new species,ER-1076,Dududunsparce,Dududunsparce,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Normal,Ground,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0963,0,,Unlinked / new species,ER-1027,Duelumber,Duelumber,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Rock,Fighting,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0964,0,,Unlinked / new species,ER-1706,Eraticate,Eraticate,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Poison,Fighting,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0965,0,,Unlinked / new species,ER-1028,Escarginite,Escarginite,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Fire,Rock,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0966,0,,Unlinked / new species,ER-1030,Flairgrance,Flairgrance,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Fairy,Poison,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0967,0,,Unlinked / new species,ER-1056,Fluffbee,Fluffbee,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Bug,,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0968,0,,Unlinked / new species,ER-1873,Fogging,Fogging,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Water,Flying,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0969,0,,Unlinked / new species,ER-1651,Frostuccino,Frostuccino,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ice,Fairy,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0970,0,,Unlinked / new species,ER-1075,Frostula,Frostula,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Ice,Bug,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
R0971,0,,Unlinked / new species,ER-1067,Fujiflap,Fujiflap,Elite Redux,03 Elite Redux - New Species & Evolutions,New Species / Evolution,Grass,Dragon,4-view complete,New species / evolution,Connection review needed — decide parent/evolution method in Notes,REVIEW,PENDING,
